,State,Municipality,Crop,Active agricultural production units - Total,Active agricultural production units - With open agriculture,Cultivated area - Sown,Cultivated area - Harvested,Production,Water Modality - Temporary - Production unit,Water Modality - Temporary - Cultivated area - Sown,Water Modality - Temporary - Cultivated area - Harvested,Water Modality - Temporary - Production,Water Modality - Irrigation - Production unit,Water Modality - Irrigation - Cultivated area - Sown,Water Modality - Irrigation - Cultivated area - Harvested,Water Modality - Irrigation - Production
2029,06 COL,005 Cuauhtémoc,Forage corn,215,215,586.2211,561.547,8821.5788,214,584.2211,561.547,8821.5788,1,2,0,0
2030,06 COL,005 Cuauhtémoc,Yellow corn,25,25,86.8111,83.7311,617.9866,24,46.8111,43.7311,226.3866,1,40,40,391.6
2031,06 COL,005 Cuauhtémoc,White corn,103,103,347.3194,344.2194,1391.2304,100,341.0194,337.9194,1383.7304,3,6.3,6.3,7.5
2061,06 COL,006 Ixtlahuacán,Forage corn,62,62,290.134,282.0248,4547.9035,42,222.338,214.2288,2897.4755,21,67.796,67.796,1650.428
2062,06 COL,006 Ixtlahuacán,Yellow corn,16,16,40.895,35.395,126.9358,12,35.5,30,91.875,4,5.395,5.395,35.0608
2063,06 COL,006 Ixtlahuacán,White corn,81,81,224.8777,215.3623,738.5018,65,172.2337,162.807,456.3556,17,52.644,52.5553,282.1462
2086,06 COL,007 Manzanillo,Forage corn,280,280,1114.617,1007.9949,18567.576,238,911.835,833.4912,14293.1622,55,202.782,174.5037,4274.4138
2087,06 COL,007 Manzanillo,Yellow corn,121,121,452.1462,420.891,2250.5841,93,381.5963,352.3411,1598.5081,31,70.5499,68.5499,652.076
2088,06 COL,007 Manzanillo,White corn,351,351,1115.5925,934.7884,3309.0802,310,922.4812,761.1327,2311.6718,45,193.1113,173.6557,997.4084
2115,06 COL,008 Minatitlán,Forage corn,119,119,386.6326,368.8196,6768.2947,93,300.75,283.9726,4638.1455,39,85.8826,84.847,2130.1492
2116,06 COL,008 Minatitlán,Yellow corn,28,28,79.5,75.5,293.785,27,78.5,74.5,289.785,1,1,1,4
2117,06 COL,008 Minatitlán,White corn,262,262,578.009,541.2454,1462.6348,240,521.107,484.6434,1216.963,30,56.902,56.602,245.6718
2144,06 COL,009 Tecomán,Forage corn,30,30,119.5883,82.6633,1974.7371,14,42,14,82.925,16,77.5883,68.6633,1891.8121
2145,06 COL,009 Tecomán,Yellow corn,5,5,7.9601,7.7062,75.4437,1,0.25,0,0,4,7.7101,7.7062,75.4437
2146,06 COL,009 Tecomán,White corn,46,46,211.9767,199.3767,948.9532,20,98.1884,86.6884,332.3981,26,113.7883,112.6883,616.5551
2174,06 COL,010 Villa de Álvarez,Forage corn,62,62,352.09,343.09,5546.4483,53,330.59,321.59,5021.4433,10,21.5,21.5,525.005
2175,06 COL,010 Villa de Álvarez,Yellow corn,28,28,91.955,88.455,449.5622,23,64.275,60.775,194.765,5,27.68,27.68,254.7972
2176,06 COL,010 Villa de Álvarez,White corn,190,190,853.616,835.576,3036.4356,168,718.9785,700.9385,2298.3215,24,134.6375,134.6375,738.1141
2243,07 CHS,001 Acacoyagua,Forage corn,*,*,3,3,46.14,*,3,3,46.14,*,0,0,0
2244,07 CHS,001 Acacoyagua,Yellow corn,52,52,57.0113,56.5113,64.6266,52,57.0113,56.5113,64.6266,0,0,0,0
2245,07 CHS,001 Acacoyagua,White corn,593,593,712.5758,701.4867,1109.5542,591,702.3916,691.3433,1060.4602,2,10.1842,10.1434,49.094
2266,07 CHS,002 Acala,Forage corn,35,35,168.81,168.81,3337.145,33,159.31,159.31,3055.285,2,9.5,9.5,281.86
2267,07 CHS,002 Acala,Yellow corn,150,150,374.125,368.6113,917.8563,147,367.015,361.5013,901.0832,3,7.11,7.11,16.7731
2268,07 CHS,002 Acala,White corn,1433,1433,6023.3699,5912.4737,12977.3979,1425,6013.5399,5902.6437,12945.1479,8,9.83,9.83,32.25
2292,07 CHS,003 Acapetahua,Forage corn,57,57,197.5,189,3913.6546,57,197.5,189,3913.6546,0,0,0,0
2293,07 CHS,003 Acapetahua,Yellow corn,66,66,135.8625,122.1745,284.1303,66,135.8625,122.1745,284.1303,0,0,0,0
2294,07 CHS,003 Acapetahua,White corn,1092,1092,1992.7667,1927.817,4357.7851,1089,1986.7667,1921.817,4344.7851,3,6,6,13
2319,07 CHS,004 Altamirano,Yellow corn,2409,2409,3388.8936,3343.0966,2765.0512,2409,3388.8936,3343.0966,2765.0512,0,0,0,0
2320,07 CHS,004 Altamirano,White corn,1383,1383,1955.7873,1880.528,1569.1751,1383,1955.7873,1880.528,1569.1751,0,0,0,0
2342,07 CHS,005 Amatán,Yellow corn,71,71,59.5625,59.0625,92.6798,71,59.5625,59.0625,92.6798,0,0,0,0
2343,07 CHS,005 Amatán,White corn,2551,2551,3103.4529,3023.4386,2759.6357,2549,3099.2129,3019.1986,2756.3357,2,4.24,4.24,3.3
2363,07 CHS,006 Amatenango de la Frontera,Forage corn,4,4,3.6,3.6,79.452,4,3.6,3.6,79.452,0,0,0,0
2364,07 CHS,006 Amatenango de la Frontera,Yellow corn,282,282,417.7389,408.678,348.2177,281,417.3389,408.678,348.2177,1,0.4,0,0
2365,07 CHS,006 Amatenango de la Frontera,White corn,814,814,952.109,937.4734,1577.3904,810,911.789,897.3097,1384.0469,4,40.32,40.1637,193.3435
2381,07 CHS,007 Amatenango del Valle,Yellow corn,1075,1075,1844.2573,1841.5033,1968.4556,888,1545.2573,1542.5033,1347.8581,204,299,299,620.5975
2382,07 CHS,007 Amatenango del Valle,White corn,370,370,647.3425,647.3425,646.0716,322,577.3175,577.3175,555.3848,53,70.025,70.025,90.6868
2391,07 CHS,008 Ángel Albino Corzo,Forage corn,*,*,1.5,1.5,33.105,*,1.5,1.5,33.105,*,0,0,0
2392,07 CHS,008 Ángel Albino Corzo,Yellow corn,120,120,213.503,210.753,819.0729,120,213.503,210.753,819.0729,0,0,0,0
2393,07 CHS,008 Ángel Albino Corzo,White corn,1475,1475,2207.1023,2190.576,6423.2517,1475,2206.3523,2189.826,6421.2538,2,0.75,0.75,1.9979
2410,07 CHS,009 Arriaga,Forage corn,149,149,675.5,519,10599.745,149,675.5,519,10599.745,0,0,0,0
2411,07 CHS,009 Arriaga,Yellow corn,67,67,218.86,175.3398,496.2824,67,218.86,175.3398,496.2824,0,0,0,0
2412,07 CHS,009 Arriaga,White corn,507,507,1528.173,1437.3998,3162.3209,507,1528.173,1437.3998,3162.3209,0,0,0,0
2431,07 CHS,010 Bejucal de Ocampo,Forage corn,*,*,1.5,1.5,1.4,*,1.5,1.5,1.4,*,0,0,0
2432,07 CHS,010 Bejucal de Ocampo,Yellow corn,215,215,242.1009,242.1009,195.881,215,242.1009,242.1009,195.881,0,0,0,0
2433,07 CHS,010 Bejucal de Ocampo,White corn,316,316,301.543,300.3611,358.4618,315,301.193,300.013,356.777,1,0.35,0.3481,1.6848
2444,07 CHS,011 Bella Vista,Forage corn,5,5,9,9,156.49,5,9,9,156.49,0,0,0,0
2445,07 CHS,011 Bella Vista,Yellow corn,37,37,57.98,57.98,93.468,37,57.98,57.98,93.468,0,0,0,0
2446,07 CHS,011 Bella Vista,White corn,838,838,1074.526,1043.3219,1553.5532,838,1074.526,1043.3219,1553.5532,0,0,0,0
2464,07 CHS,012 Berriozábal,Forage corn,10,10,47.1708,47.1708,801.4846,10,47.1708,47.1708,801.4846,0,0,0,0
2465,07 CHS,012 Berriozábal,Yellow corn,353,353,628.1267,621.0334,1064.6975,351,627.6067,620.5134,1063.1312,2,0.52,0.52,1.5663
2466,07 CHS,012 Berriozábal,White corn,1271,1271,2505.8415,2369.4498,3419.9626,1269,2498.8641,2364.4724,3403.232,2,6.9774,4.9774,16.7306
2493,07 CHS,013 Bochil,Forage corn,363,363,436.68,429.9198,1653.5538,363,436.68,429.9198,1653.5538,0,0,0,0
2494,07 CHS,013 Bochil,Yellow corn,861,861,1356.6799,1340.2205,1754.5766,860,1351.6799,1335.2205,1738.5266,1,5,5,16.05
2495,07 CHS,013 Bochil,White corn,2717,2717,4967.9807,4887.0806,6408.2356,2712,4959.7093,4878.8092,6388.1231,7,8.2714,8.2714,20.1125
2511,07 CHS,014 El Bosque,Forage corn,6,6,3.0025,3.0025,2.95,6,3.0025,3.0025,2.95,0,0,0,0
2512,07 CHS,014 El Bosque,Yellow corn,681,681,603.6355,587.1013,466.4889,681,603.6355,587.1013,466.4889,0,0,0,0
2513,07 CHS,014 El Bosque,White corn,1102,1102,1055.7381,1040.5249,1022.884,1102,1055.7381,1040.5249,1022.884,0,0,0,0
2529,07 CHS,015 Cacahoatán,Forage corn,*,*,0.62,0.62,1,*,0.62,0.62,1,*,0,0,0
2530,07 CHS,015 Cacahoatán,Yellow corn,126,126,108.438,106.8757,74.8016,81,78.848,77.2857,49.3516,45,29.59,29.59,25.45
2531,07 CHS,015 Cacahoatán,White corn,65,65,47.5944,47.4235,48.9451,60,44.8944,44.7235,46.2451,5,2.7,2.7,2.7
2550,07 CHS,016 Catazajá,Forage corn,53,53,90.135,89.635,1602.5601,53,90.135,89.635,1602.5601,0,0,0,0
2551,07 CHS,016 Catazajá,Yellow corn,142,142,250.0642,242.5071,413.1237,142,250.0642,242.5071,413.1237,0,0,0,0
2552,07 CHS,016 Catazajá,White corn,1201,1201,2183.4513,2065.3585,2872.1382,1201,2183.4513,2065.3585,2872.1382,0,0,0,0
2576,07 CHS,017 Cintalapa de Figueroa,Forage corn,20,20,100.13,100.13,2627.7066,20,100.13,100.13,2627.7066,0,0,0,0
2577,07 CHS,017 Cintalapa de Figueroa,Yellow corn,362,362,997.838,968.7905,2398.5007,358,987.748,958.7005,2374.5007,5,10.09,10.09,24
2578,07 CHS,017 Cintalapa de Figueroa,White corn,5304,5304,18781.4354,18481.7425,38235.3373,5229,18412.2843,18112.5914,36581.6019,97,369.1511,369.1511,1653.7354
2604,07 CHS,018 Coapilla,Forage corn,*,*,2.71,2.71,29.2047,*,2.71,2.71,29.2047,*,0,0,0
2605,07 CHS,018 Coapilla,Yellow corn,26,26,39.26,37.26,31.45,26,39.26,37.26,31.45,0,0,0,0
2606,07 CHS,018 Coapilla,White corn,987,987,1757.1608,1487.2553,1312.594,987,1757.1608,1487.2553,1312.594,0,0,0,0
2630,07 CHS,019 Comitán de Domínguez,Forage corn,94,94,227.45,227.45,622.49,94,227.45,227.45,622.49,0,0,0,0
2631,07 CHS,019 Comitán de Domínguez,Yellow corn,4314,4314,6779.2039,6590.4886,11041.3318,4152,6449.2747,6268.2096,9953.9031,294,329.9292,322.279,1087.4287
2632,07 CHS,019 Comitán de Domínguez,White corn,2930,2930,5249.2501,5203.7159,8616.3022,2877,5191.2512,5150.7346,8414.5249,64,57.9989,52.9813,201.7773
2663,07 CHS,020 La Concordia,Forage corn,58,58,229.4,218.4,5868.1325,50,199.4,198.4,4961.9325,8,30,20,906.2
2664,07 CHS,020 La Concordia,Yellow corn,691,691,2229.7377,2099.0517,9273.9709,658,2106.2377,2014.5517,8904.2609,36,123.5,84.5,369.71
2665,07 CHS,020 La Concordia,White corn,6721,6721,23988.6569,23555.5568,90811.8003,6560,22958.6071,22570.961,86126.0439,305,1030.0498,984.5958,4685.7564
2693,07 CHS,021 Copainalá,Forage corn,18,18,27.45,27.45,66.535,18,27.45,27.45,66.535,0,0,0,0
2694,07 CHS,021 Copainalá,Yellow corn,192,192,305.1357,293.3069,366.2663,190,302.6357,291.7753,358.9663,2,2.5,1.5316,7.3
2695,07 CHS,021 Copainalá,White corn,2168,2168,3268.3106,3173.5504,3135.9523,2162,3264.0006,3169.2404,3130.3523,7,4.31,4.31,5.6
2718,07 CHS,022 Chalchihuitán,Yellow corn,198,198,183.3872,183.3872,108.6849,198,183.3872,183.3872,108.6849,0,0,0,0
2719,07 CHS,022 Chalchihuitán,White corn,1469,1469,2346.5767,2324.6367,1203.9821,1468,2344.5767,2322.6367,1202.9821,1,2,2,1
2732,07 CHS,023 Chamula,Forage corn,303,303,381.6082,381.6082,334.0465,303,381.6082,381.6082,334.0465,0,0,0,0
2733,07 CHS,023 Chamula,Yellow corn,2109,2109,3115.4563,3095.5129,3124.837,2108,3113.9563,3094.0129,3120.837,1,1.5,1.5,4
2734,07 CHS,023 Chamula,White corn,9335,9335,9604.4288,9381.717,6407.5436,9327,9596.9487,9374.2369,6401.4436,8,7.4801,7.4801,6.1
2750,07 CHS,024 Chanal,Forage corn,*,*,0.25,0.25,0.25,*,0.25,0.25,0.25,*,0,0,0
2751,07 CHS,024 Chanal,Yellow corn,237,237,392.0752,391.7252,287.4241,237,392.0752,391.7252,287.4241,0,0,0,0
2752,07 CHS,024 Chanal,White corn,75,75,113.596,113.596,89.4192,75,113.596,113.596,89.4192,0,0,0,0
2759,07 CHS,025 Chapultenango,Yellow corn,*,*,6,5.758,6.851,*,6,5.758,6.851,*,0,0,0
2760,07 CHS,025 Chapultenango,White corn,1129,1129,1251.5076,1200.3437,892.6943,1129,1251.5076,1200.3437,892.6943,0,0,0,0
2775,07 CHS,026 Chenalhó,Forage corn,6,6,10,10,4.2,6,10,10,4.2,0,0,0,0
2776,07 CHS,026 Chenalhó,Yellow corn,960,960,1201.1471,1198.0762,811.8858,960,1201.1471,1198.0762,811.8858,0,0,0,0
2777,07 CHS,026 Chenalhó,White corn,3086,3086,4232.2485,4200.0741,4504.5712,3086,4232.2485,4200.0741,4504.5712,0,0,0,0
2797,07 CHS,027 Chiapa de Corzo,Forage corn,19,19,51.12,51.12,963.17,17,44.62,44.62,668.655,2,6.5,6.5,294.515
2798,07 CHS,027 Chiapa de Corzo,Yellow corn,769,769,1944.9881,1898.3129,4608.2324,756,1922.3581,1875.6829,4504.5151,13,22.63,22.63,103.7173
2799,07 CHS,027 Chiapa de Corzo,White corn,5760,5760,16893.4238,16487.7466,36104.1969,5673,16357.4038,16003.2495,34025.3064,217,536.02,484.4971,2078.8905
2825,07 CHS,028 Chiapilla,Forage corn,26,26,62,61,1513.12,25,54,53,1150.64,1,8,8,362.48
2826,07 CHS,028 Chiapilla,Yellow corn,50,50,122.1826,119.94,305.2455,45,118.6026,116.36,295.9955,5,3.58,3.58,9.25
2827,07 CHS,028 Chiapilla,White corn,501,501,1066.2669,1044.5369,2447.5271,482,1034.6094,1012.8794,2371.8445,23,31.6575,31.6575,75.6826
2845,07 CHS,029 Chicoasén,Yellow corn,27,27,117.895,117.895,160.83,27,117.895,117.895,160.83,0,0,0,0
2846,07 CHS,029 Chicoasén,White corn,619,619,1678.683,1662.449,1756.2234,616,1675.803,1659.569,1742.9942,3,2.88,2.88,13.2292
2859,07 CHS,030 Chicomuselo,Forage corn,67,67,174.8986,174.8986,3529.6121,67,174.8986,174.8986,3529.6121,0,0,0,0
2860,07 CHS,030 Chicomuselo,Yellow corn,223,223,419.7537,415.5422,1095.2634,219,414.8937,410.6822,1077.9892,5,4.86,4.86,17.2742
2861,07 CHS,030 Chicomuselo,White corn,3486,3486,7709.6638,7659.4435,24428.5278,3478,7679.5696,7629.4895,24290.9904,12,30.0942,29.954,137.5374
2877,07 CHS,031 Chilón,Yellow corn,11232,11232,14421.02,14229.8809,12318.4534,11232,14421.02,14229.8809,12318.4534,0,0,0,0
2878,07 CHS,031 Chilón,White corn,5123,5123,6912.0377,6849.1149,5826.449,5123,6912.0377,6849.1149,5826.449,0,0,0,0
2902,07 CHS,032 Escuintla,Forage corn,36,36,105.8525,99.4371,615.562,36,105.8525,99.4371,615.562,0,0,0,0
2903,07 CHS,032 Escuintla,Yellow corn,105,105,97.719,91.6565,102.4206,105,97.719,91.6565,102.4206,0,0,0,0
2904,07 CHS,032 Escuintla,White corn,909,909,1050.9153,997.4968,1384.0561,905,1048.7903,996.8718,1382.7561,4,2.125,0.625,1.3
2924,07 CHS,033 Francisco León,Forage corn,*,*,10,10,220.7,*,10,10,220.7,*,0,0,0
2925,07 CHS,033 Francisco León,White corn,1097,1097,1954.362,1723.2933,1134.3032,1097,1954.362,1723.2933,1134.3032,0,0,0,0
2941,07 CHS,034 Frontera Comalapa,Forage corn,101,101,339.8577,319.4879,6659.3537,101,339.0177,318.6479,6621.2933,1,0.84,0.84,38.0604
2942,07 CHS,034 Frontera Comalapa,Yellow corn,559,559,1114.822,1089.7809,3051.3744,497,984.7993,959.7582,2635.7238,67,130.0227,130.0227,415.6506
2943,07 CHS,034 Frontera Comalapa,White corn,4366,4366,13627.7972,13298.2465,37517.7947,3944,11117.7848,10788.2341,25419.499,595,2510.0124,2510.0124,12098.2957
2965,07 CHS,035 Frontera Hidalgo,Forage corn,3,3,7,7,154.49,3,7,7,154.49,0,0,0,0
2966,07 CHS,035 Frontera Hidalgo,Yellow corn,145,145,405.83,405.83,1873.98,140,386.83,386.83,1788.48,6,19,19,85.5
2967,07 CHS,035 Frontera Hidalgo,White corn,692,692,1767.1679,1764.7689,6678.1175,664,1705.8554,1703.4564,6384.4175,33,61.3125,61.3125,293.7
2987,07 CHS,036 La Grandeza,Yellow corn,141,141,184.718,178.718,178.2649,141,184.718,178.718,178.2649,0,0,0,0
2988,07 CHS,036 La Grandeza,White corn,471,471,581.9995,564.9046,864.5807,471,581.9995,564.9046,864.5807,0,0,0,0
3004,07 CHS,037 Huehuetán,Forage corn,19,19,35.7806,35.7806,950.4004,10,20.1954,20.1954,244.235,9,15.5852,15.5852,706.1654
3005,07 CHS,037 Huehuetán,Yellow corn,59,59,62.7709,55.1459,77.1145,58,60.7209,53.0959,69.1145,1,2.05,2.05,8
3006,07 CHS,037 Huehuetán,White corn,580,580,875.1669,814.0259,1209.2189,566,862.284,801.143,1171.7607,14,12.8829,12.8829,37.4582
3029,07 CHS,038 Huixtán,Yellow corn,1468,1468,2446.617,2421.097,1394.8709,1468,2446.617,2421.097,1394.8709,0,0,0,0
3030,07 CHS,038 Huixtán,White corn,1449,1449,2342.7873,2312.3586,1569.6881,1449,2342.7873,2312.3586,1569.6881,0,0,0,0
3044,07 CHS,039 Huitiupán,Forage corn,*,*,2.5,2.5,3,*,2.5,2.5,3,*,0,0,0
3045,07 CHS,039 Huitiupán,Yellow corn,338,338,505.84,504.6514,567.1153,337,505.4,504.2131,565.7084,1,0.44,0.4383,1.4069
3046,07 CHS,039 Huitiupán,White corn,3784,3784,5479.3538,5411.9059,7232.368,3784,5479.3538,5411.9059,7232.368,0,0,0,0
3064,07 CHS,040 Huixtla,Forage corn,5,5,19.308,19.308,519.1727,4,15.298,15.298,337.4796,1,4.01,4.01,181.6931
3065,07 CHS,040 Huixtla,Yellow corn,24,24,24.425,22.675,34.3068,24,24.425,22.675,34.3068,0,0,0,0
3066,07 CHS,040 Huixtla,White corn,255,255,281.3371,262.0784,399.5939,254,281.0871,261.8284,399.3939,1,0.25,0.25,0.2
3091,07 CHS,041 La Independencia,Forage corn,*,*,9.75,9.75,35.9825,*,9,9,2,*,0.75,0.75,33.9825
3092,07 CHS,041 La Independencia,Yellow corn,3990,3990,6593.5906,6533.6487,9652.1945,3949,6535.7706,6475.8287,9497.852,47,57.82,57.82,154.3425
3093,07 CHS,041 La Independencia,White corn,3663,3663,5322.8666,5223.7987,6683.9925,3645,5303.3766,5204.3087,6638.3225,25,19.49,19.49,45.67
3111,07 CHS,042 Ixhuatán,Forage corn,*,*,2,2,44.14,*,2,2,44.14,*,0,0,0
3112,07 CHS,042 Ixhuatán,Yellow corn,6,6,7.2041,6.8121,10.8271,6,7.2041,6.8121,10.8271,0,0,0,0
3113,07 CHS,042 Ixhuatán,White corn,1697,1697,1175.1238,1137.3529,1078.9718,1697,1175.1238,1137.3529,1078.9718,0,0,0,0
3137,07 CHS,043 Ixtacomitán,Forage corn,*,*,0.5,0.5,14,*,0.5,0.5,14,*,0,0,0
3138,07 CHS,043 Ixtacomitán,White corn,290,290,386.2849,361.7559,253.1083,290,384.2797,359.7617,243.4564,1,2.0052,1.9942,9.6519
3154,07 CHS,044 Ixtapa,Forage corn,8,8,21,21,20.5,8,21,21,20.5,0,0,0,0
3155,07 CHS,044 Ixtapa,Yellow corn,488,488,735.3536,724.7873,1056.1277,484,726.3536,715.7873,1034.1777,4,9,9,21.95
3156,07 CHS,044 Ixtapa,White corn,5001,5001,9782.5273,9693.8666,11564.2646,4983,9738.9255,9650.7648,11510.4953,23,43.6018,43.1018,53.7693
3174,07 CHS,045 Ixtapangajoya,Yellow corn,*,*,1.4,1.4,1,*,1.4,1.4,1,*,0,0,0
3175,07 CHS,045 Ixtapangajoya,White corn,325,325,327.6851,326.6851,268.3376,325,327.6851,326.6851,268.3376,0,0,0,0
3192,07 CHS,046 Jiquipilas,Forage corn,28,28,204.38,204.38,2444.7916,28,204.38,204.38,2444.7916,0,0,0,0
3193,07 CHS,046 Jiquipilas,Yellow corn,756,756,3088.5882,3055.2426,10621.3138,753,3082.0882,3048.7426,10596.3138,5,6.5,6.5,25
3194,07 CHS,046 Jiquipilas,White corn,5513,5513,23720.8972,23555.492,66621.1627,5491,23649.9331,23484.5279,66321.7425,45,70.9641,70.9641,299.4202
3220,07 CHS,047 Jitotol,Forage corn,5,5,5.4396,5.4396,5.6,5,5.4396,5.4396,5.6,0,0,0,0
3221,07 CHS,047 Jitotol,Yellow corn,559,559,626.1044,619.3728,667.028,558,624.6044,617.8728,666.228,1,1.5,1.5,0.8
3222,07 CHS,047 Jitotol,White corn,2199,2199,3006.2637,2981.969,4546.5985,2195,2998.9337,2974.6392,4533.8543,6,7.33,7.3298,12.7442
3241,07 CHS,048 Juárez,Forage corn,7,7,35,35,188.5614,7,35,35,188.5614,0,0,0,0
3242,07 CHS,048 Juárez,White corn,491,491,1052.0405,1037.7521,1066.4137,490,1049.2905,1035.0172,1053.1768,1,2.75,2.7349,13.2369
3262,07 CHS,049 Larráinzar,Forage corn,*,*,0.1875,0.125,0.2,*,0.1875,0.125,0.2,*,0,0,0
3263,07 CHS,049 Larráinzar,Yellow corn,2408,2408,1611.4093,1560.4894,1491.4424,2408,1611.4093,1560.4894,1491.4424,0,0,0,0
3264,07 CHS,049 Larráinzar,White corn,1339,1339,820.7209,801.2267,917.4647,1339,820.7209,801.2267,917.4647,0,0,0,0
3281,07 CHS,050 La Libertad,Forage corn,3,3,13.5,11,262.42,3,13.5,11,262.42,0,0,0,0
3282,07 CHS,050 La Libertad,Yellow corn,38,38,59.407,58.407,82.575,38,59.407,58.407,82.575,0,0,0,0
3283,07 CHS,050 La Libertad,White corn,393,393,608.95,595.0935,742.2346,393,608.95,595.0935,742.2346,0,0,0,0
3306,07 CHS,051 Mapastepec,Forage corn,170,170,641.7204,590.3844,12492.7715,168,617.7204,566.3844,11405.3315,2,24,24,1087.44
3307,07 CHS,051 Mapastepec,Yellow corn,202,202,536.5015,514.1474,1039.109,201,535.5015,513.1474,1035.109,1,1,1,4
3308,07 CHS,051 Mapastepec,White corn,1803,1803,3977.0811,3793.9679,7666.8595,1797,3956.8311,3773.7905,7563.4008,8,20.25,20.1774,103.4587
3332,07 CHS,052 Las Margaritas,Forage corn,4,4,4.0339,4.0339,58.3469,2,1.23,1.23,7.0761,2,2.8039,2.8039,51.2708
3333,07 CHS,052 Las Margaritas,Yellow corn,9344,9344,18344.4978,18222.172,21627.9881,9161,17996.5138,17874.4385,20738.3047,270,347.984,347.7335,889.6834
3334,07 CHS,052 Las Margaritas,White corn,5182,5182,8660.2193,8437.287,7110.1565,4996,8289.6522,8066.7203,6687.7204,233,370.5671,370.5667,422.4361
3354,07 CHS,053 Mazapa de Madero,Forage corn,8,8,8.06,8.06,28.57,8,8.06,8.06,28.57,0,0,0,0
3355,07 CHS,053 Mazapa de Madero,Yellow corn,149,149,146.878,124.113,131.1997,149,146.878,124.113,131.1997,0,0,0,0
3356,07 CHS,053 Mazapa de Madero,White corn,567,567,609.8762,598.7755,722.1575,565,608.3762,597.3755,720.8575,2,1.5,1.4,1.3
3373,07 CHS,054 Mazatán,Forage corn,18,18,60.345,58.345,1449.4575,17,40.345,38.345,449.4575,1,20,20,1000
3374,07 CHS,054 Mazatán,Yellow corn,24,24,27.76,26.21,61.5203,24,27.76,26.21,61.5203,0,0,0,0
3375,07 CHS,054 Mazatán,White corn,294,294,507.8274,476.3661,1210.9455,280,404.5995,378.1764,814.4174,16,103.2279,98.1897,396.5281
3401,07 CHS,055 Metapa,Forage corn,*,*,0.0026,0.0026,0.0154,*,0.0026,0.0026,0.0154,*,0,0,0
3402,07 CHS,055 Metapa,Yellow corn,22,22,78.485,75.485,398.9087,22,78.485,75.485,398.9087,0,0,0,0
3403,07 CHS,055 Metapa,White corn,161,161,305.5453,303.9201,1424.4585,155,293.0453,291.4201,1372.372,6,12.5,12.5,52.0865
3417,07 CHS,056 Mitontic,Yellow corn,206,206,122.7225,122.7225,92.7219,206,122.7225,122.7225,92.7219,0,0,0,0
3418,07 CHS,056 Mitontic,White corn,1232,1232,1118.3703,1091.8553,641.6382,1232,1118.3703,1091.8553,641.6382,0,0,0,0
3430,07 CHS,057 Motozintla,Forage corn,*,*,2,2,46.31,*,1,1,1,*,1,1,45.31
3431,07 CHS,057 Motozintla,Yellow corn,1156,1156,1503.4122,1471.4578,1410.0767,1156,1503.4122,1471.4578,1410.0767,0,0,0,0
3432,07 CHS,057 Motozintla,White corn,1399,1399,1680.9671,1659.6094,2178.4447,1395,1671.6428,1650.3362,2133.5625,7,9.3243,9.2732,44.8822
3452,07 CHS,058 Nicolás Ruíz,Yellow corn,28,28,80,80,173.75,28,80,80,173.75,0,0,0,0
3453,07 CHS,058 Nicolás Ruíz,White corn,453,453,1531.765,1518.015,3605.023,453,1531.765,1518.015,3605.023,0,0,0,0
3466,07 CHS,059 Ocosingo,Forage corn,27,27,41,40.7353,86.4506,27,41,40.7353,86.4506,0,0,0,0
3467,07 CHS,059 Ocosingo,Yellow corn,7954,7954,9194.6701,9068.0754,7939.556,7954,9194.6701,9068.0754,7939.556,0,0,0,0
3468,07 CHS,059 Ocosingo,White corn,12710,12710,18269.0986,17197.579,16936.8745,12699,18238.6407,17175.1211,16864.0583,12,30.4579,22.4579,72.8162
3491,07 CHS,060 Ocotepec,Yellow corn,17,17,20.75,15,13.75,17,20.75,15,13.75,0,0,0,0
3492,07 CHS,060 Ocotepec,White corn,1029,1029,1333.6294,1110.1544,609.0119,1029,1333.6294,1110.1544,609.0119,0,0,0,0
3510,07 CHS,061 Ocozocoautla de Espinosa,Forage corn,19,19,188.08,185.58,1548.0406,19,188.08,185.58,1548.0406,0,0,0,0
3511,07 CHS,061 Ocozocoautla de Espinosa,Yellow corn,2432,2432,10508.5137,10324.1699,28895.5977,2429,10471.301,10286.9572,28775.7749,4,37.2127,37.2127,119.8228
3512,07 CHS,061 Ocozocoautla de Espinosa,White corn,4550,4550,20038.5283,19647.9427,40556.7155,4547,20000.728,19610.1424,40387.7421,8,37.8003,37.8003,168.9734
3537,07 CHS,062 Ostuacán,Forage corn,*,*,4,4,88.28,*,4,4,88.28,*,0,0,0
3538,07 CHS,062 Ostuacán,Yellow corn,*,*,5,5,8.45,*,5,5,8.45,*,0,0,0
3539,07 CHS,062 Ostuacán,White corn,762,762,1829.5201,1778.9427,2388.7297,762,1829.5201,1778.9427,2388.7297,0,0,0,0
3558,07 CHS,063 Osumacinta,Forage corn,*,*,4,4,88.28,*,4,4,88.28,*,0,0,0
3559,07 CHS,063 Osumacinta,Yellow corn,27,27,40.715,40.715,60.5941,27,40.715,40.715,60.5941,0,0,0,0
3560,07 CHS,063 Osumacinta,White corn,345,345,849.6492,845.3466,1266.9849,345,849.6492,845.3466,1266.9849,0,0,0,0
3576,07 CHS,064 Oxchuc,Forage corn,33,33,40,40,26.38,33,40,40,26.38,0,0,0,0
3577,07 CHS,064 Oxchuc,Yellow corn,3608,3608,4376.8404,4346.3272,1986.7081,3608,4376.8404,4346.3272,1986.7081,0,0,0,0
